#TimesAppear,108742,RANK,Freq,A,B,C
--------------------,-----------------------------------------------------------------------------------------------------------------------------------------,----------,,2,0,1000
2, ning,1316,,,,
2, nip,1316,,,,
2, niryoga,1316,,,,
2, nis.nsf.net,1316,,,,
2, nism,1316,,,,
2, nissen,1316,,,,
2, nistrai,1316,,,,
2, nistuk,1316,,,,
2, nited,1316,,,,
2, nitendo,1316,,,,
2, nitro,1316,,,,
2, nitrosamines,1316,,,,
2, nits,1316,,,,
2, nittmo,1316,,,,
2, nitv,1316,,,,
2, nity,1316,,,,
2, nitya,1316,,,,
2, nitzer,1316,,,,
2, niven's,1316,,,,
2, njbc,1316,,,,
2, njit.edu,1316,,,,
2, njs,1316,,,,
2, nkj,1316,,,,
2, nlr,1316,,,,
2, nmd,1316,,,,
2, nmm1,1316,,,,
2, nmsus,1316,,,,
2, nmw90,1316,,,,
2, nname,1316,,,,
2, nning,1316,,,,
2, nnn,1316,,,,
2, nnregular,1316,,,,
2, nntp.crl.com,1316,,,,
2, nntpserver.chevron.com,1316,,,,
2, nobis,1316,,,,
2, nobly,1316,,,,
2, noca.ca.na,1316,,,,
2, nodded,1316,,,,
2, node.pci.on.ca,1316,,,,
2, node.uucp,1316,,,,
2, noduty,1316,,,,
2, noetus,1316,,,,
2, noice,1316,,,,
2, noika,1316,,,,
2, noiseless,1316,,,,
2, nolan's,1316,,,,
2, nolock,1316,,,,
2, nomex,1316,,,,
2, nominaly,1316,,,,
2, nominees,1316,,,,
2, nonbelievers,1316,,,,
2, noncancerous,1316,,,,
2, noncombatants,1316,,,,
2, noncomparable,1316,,,,
2, nondamaged,1316,,,,
2, nondisclosure,1316,,,,
2, nonfiction,1316,,,,
2, nonflammable,1316,,,,
2, nonfpu,1316,,,,
2, nonhardware,1316,,,,
2, nonintrusive,1316,,,,
2, nonlocal,1316,,,,
2, nonpathogens,1316,,,,
2, nonproliferation,1316,,,,
2, nonrelative,1316,,,,
2, nonsectarian,1316,,,,
2, nonself,1316,,,,
2, nonsequitur,1316,,,,
2, nonshooting,1316,,,,
2, nonsteroid,1316,,,,
2, nonterrestrial,1316,,,,
2, nontheless,1316,,,,
2, nonunix,1316,,,,
2, nonunix.txt,1316,,,,
2, noodle,1316,,,,
2, noodles,1316,,,,
2, nook,1316,,,,
2, noonan's,1316,,,,
2, nooooooooooooooooo,1316,,,,
2, noop,1316,,,,
2, noringc5wzm4.41n,1316,,,,
2, noringc5yl3i,1316,,,,
2, normaly,1316,,,,
2, norml,1316,,,,
2, norse,1316,,,,
2, norst,1316,,,,
2, northampton,1316,,,,
2, northrup,1316,,,,
2, northwestnet,1316,,,,
2, norton6.0,1316,,,,
2, norwegians,1316,,,,
2, norwich,1316,,,,
2, nostradamus,1316,,,,
2, nostrand,1316,,,,
2, nostrums,1316,,,,
2, not_for_profit,1316,,,,
2, notched,1316,,,,
2, notepad.exe,1316,,,,
2, notesgroup,1316,,,,
2, nothings,1316,,,,
2, notkestr,1316,,,,
2, nouns,1316,,,,
2, nova.ctr.columbia.edu,1316,,,,
2, nova1,1316,,,,
2, novelists,1316,,,,
2, novell.de,1316,,,,
2, novembe,1316,,,,
2, novoivanovka,1316,,,,
2, novosaratovka,1316,,,,
2, novy,1316,,,,
2, nowadys,1316,,,,
2, nowdays,1316,,,,
2, nozzles,1316,,,,
2, npg,1316,,,,
2, npl,1316,,,,
2, npm,1316,,,,
2, nptserver,1316,,,,
2, nraction,1316,,,,
2, nrc.com,1316,,,,
2, nrdc,1316,,,,
2, nrmendel,1316,,,,
2, nro,1316,,,,
2, nromally,1316,,,,
2, ns.niehs.nih.gov,1316,,,,
2, ns16550a,1316,,,,
2, ns16550af,1316,,,,
2, ns3,1316,,,,
2, ns486,1316,,,,
2, ns8250,1316,,,,
2, nsaid,1316,,,,
2, nsaids,1316,,,,
2, nshould,1316,,,,
2, nss.fidonet.org,1316,,,,
2, nsslsun.nssl.uoknor.edu,1316,,,,
2, nstassen,1316,,,,
2, nswses.navy.mil,1316,,,,
2, nsx,1316,,,,
2, nt's,1316,,,,
2, ntep.tmg.nec.co.jp,1316,,,,
2, nthe,1316,,,,
2, ntitle,1316,,,,
2, nts,1316,,,,
2, ntt.jp,1316,,,,
2, ntuvax.bitnet,1316,,,,
2, nudge,1316,,,,
2, nuetzte,1316,,,,
2, nugent,1316,,,,
2, nuict,1316,,,,
2, nuking,1316,,,,
2, nullify,1316,,,,
2, numarani,1316,,,,
2, numbed,1316,,,,
2, numberous,1316,,,,
2, numerals,1316,,,,
2, numerator,1316,,,,
2, numlock's,1316,,,,
2, nunber,1316,,,,
2, nupop,1316,,,,
2, nurden,1316,,,,
2, nurden1,1316,,,,
2, nuremberg,1316,,,,
2, nuri.inria.fr,1316,,,,
2, nutball,1316,,,,
2, nutri,1316,,,,
2, nva,1316,,,,
2, nvl.army.mil,1316,,,,
2, nw.clemson.edu,1316,,,,
2, nwanyanwu,1316,,,,
2, nx03,1316,,,,
2, nx10,1316,,,,
2, nx1600,1316,,,,
2, nxsetscreenbrightness,1316,,,,
2, nxt09,1316,,,,
2, nyberg,1316,,,,
2, nyp00,1316,,,,
2, o'dell,1316,,,,
2, o'dwyer's,1316,,,,
2, o'leary's,1316,,,,
2, o'rielly,1316,,,,
2, o.p,1316,,,,
2, o.r.c,1316,,,,
2, o.x,1316,,,,
2, o92a,1316,,,,
2, o_rdwr,1316,,,,
2, oa,1316,,,,
2, oahu.oc.nps.navy.mil,1316,,,,
2, oai,1316,,,,
2, oak.circa.ufl.edu,1316,,,,
2, oak.math.ucla.edu,1316,,,,
2, oak.shu.ac.uk,1316,,,,
2, oakleys,1316,,,,
2, oakville,1316,,,,
2, oasun1,1316,,,,
2, oat,1316,,,,
2, obata,1316,,,,
2, obbase,1316,,,,
2, obdis,1316,,,,
2, obdisclaimer,1316,,,,
2, obe,1316,,,,
2, obediently,1316,,,,
2, obere,1316,,,,
2, oberon.com,1316,,,,
2, oberqbz,1316,,,,
2, obf,1316,,,,
2, obituary,1316,,,,
2, obiviously,1316,,,,
2, objecten,1316,,,,
2, objectworks,1316,,,,
2, objekt,1316,,,,
2, objs,1316,,,,
2, obliges,1316,,,,
2, obmotowashing,1316,,,,
2, oboy,1316,,,,
2, obp's,1316,,,,
2, obrien,1316,,,,
2, obscenities,1316,,,,
2, obscures,1316,,,,
2, obscuring,1316,,,,
2, observances,1316,,,,
2, obsevations,1316,,,,
2, obstetric,1316,,,,
2, obstetrition,1316,,,,
2, obstruct,1316,,,,
2, obtulit,1316,,,,
2, obvi,1316,,,,
2, obviate,1316,,,,
2, obviates,1316,,,,
2, obw,1316,,,,
2, obz,1316,,,,
2, occluded,1316,,,,
2, occs.nlm.nih.gov,1316,,,,
2, occultic,1316,,,,
2, occultism,1316,,,,
2, occurrred,1316,,,,
2, oceanic,1316,,,,
2, oceanweavers,1316,,,,
2, ocello,1316,,,,
2, oclc,1316,,,,
2, ocli,1316,,,,
2, ocr104,1316,,,,
2, ocst,1316,,,,
2, octima,1316,,,,
2, oda,1316,,,,
2, oddballs,1316,,,,
2, odder,1316,,,,
2, oddibe,1316,,,,
2, odetics,1316,,,,
2, odie.cs.mun.ca,1316,,,,
2, odie.santarosa.edu,1316,,,,
2, odin.fna.no,1316,,,,
2, odin.mda.uth.tmc.edu,1316,,,,
2, odin.nosubdomain.nodomain,1316,,,,
2, odiselidge,1316,,,,
2, odishe,1316,,,,
2, odor,1316,,,,
2, odp,1316,,,,
2, oduvm.bitnet,1316,,,,
2, odysseus.uchicago.edu,1316,,,,
2, oec,1316,,,,
2, oemsetup.inf,1316,,,,
2, oep,1316,,,,
2, oeth6050,1316,,,,
2, of_,1316,,,,
2, ofd,1316,,,,
2, off.tar.z,1316,,,,
2, offen,1316,,,,
2, offerimus,1316,,,,
2, offers:ftp,1316,,,,
2, office.acme.gen.nz,1316,,,,
2, office.wang.com,1316,,,,
2, officialese,1316,,,,
2, officiate,1316,,,,
2, offload,1316,,,,
2, offloaded,1316,,,,
2, offocially,1316,,,,
2, offscreen,1316,,,,
2, offside,1316,,,,
2, ofk,1316,,,,
2, oflazer,1316,,,,
2, ofnmao_00iv1a6kyd2,1316,,,,
2, ofpppcs00iuy0_k3mr,1316,,,,
2, ofs,1316,,,,
2, og0,1316,,,,
2, ogilvie,1316,,,,
2, ohboy,1316,,,,
2, oher,1316,,,,
2, ohg,1316,,,,
2, ohlwein,1316,,,,
2, ohm's,1316,,,,
2, ohso,1316,,,,
2, ohzora,1316,,,,
2, oid,1316,,,,
2, oild,1316,,,,
2, oiler's,1316,,,,
2, oilfields,1316,,,,
2, okamoto,1316,,,,
2, okayed,1316,,,,
2, okey,1316,,,,
2, ol.menu,1316,,,,
2, ol400,1316,,,,
2, olcyzk,1316,,,,
2, old's,1316,,,,
2, old_coord,1316,,,,
2, oldies,1316,,,,
2, oldpublic,1316,,,,
2, oler,1316,,,,
2, olesov.aiva.lt,1316,,,,
2, olias.linet.org,1316,,,,
2, oligarch,1316,,,,
2, olimit,1316,,,,
2, oliver.mit.edu,1316,,,,
2, ollamh.ucd.ie,1316,,,,
2, olpixmap,1316,,,,
2, olsen.ch,1316,,,,
2, oltp,1316,,,,
2, olympuck,1316,,,,
2, omar's,1316,,,,
2, ombudsman,1316,,,,
2, omi,1316,,,,
2, omid,1316,,,,
2, omidvar,1316,,,,
2, oml,1316,,,,
2, ommision,1316,,,,
2, ommited,1316,,,,
2, omnia,1316,,,,
2, omnidirectional,1316,,,,
2, omnigate.clarkson.edu,1316,,,,
2, omnimovie,1316,,,,
2, omnivorous,1316,,,,
2, omron,1316,,,,
2, oms410,1316,,,,
2, omvi,1316,,,,
2, onb,1316,,,,
2, oncologists,1316,,,,
2, oncs,1316,,,,
2, onemli,1316,,,,
2, onescanner,1316,,,,
2, onesself,1316,,,,
2, ong,1316,,,,
2, ong_mang,1316,,,,
2, onions,1316,,,,
2, onna,1316,,,,
2, onpredir,1316,,,,
2, onramp,1316,,,,
2, onscreen,1316,,,,
2, onsider,1316,,,,
2, ontarian,1316,,,,
2, onvural,1316,,,,
2, oo.aflc.af.mil,1316,,,,
2, oobe's,1316,,,,
2, ood,1316,,,,
2, oodbms,1316,,,,
2, oodis01,1316,,,,
2, oodles,1316,,,,
2, oomph,1316,,,,
2, ooooh,1316,,,,
2, oooooo,1316,,,,
2, oooooooo,1316,,,,
2, ooooooopsssss,1316,,,,
2, oooops,1316,,,,
2, oorschot,1316,,,,
2, ootw,1316,,,,
2, oozed,1316,,,,
2, opamps,1316,,,,
2, opdbs,1316,,,,
2, open.cs.fsu.edu,1316,,,,
2, openage,1316,,,,
2, openage.com,1316,,,,
2, opencon.com,1316,,,,
2, opend,1316,,,,
2, openl,1316,,,,
2, openning,1316,,,,
2, openpushbutton,1316,,,,
2, opeo,1316,,,,
2, oper,1316,,,,
2, operationally,1316,,,,
2, operoni.helsinki.fi,1316,,,,
2, opf,1316,,,,
2, opferman,1316,,,,
2, opheys,1316,,,,
2, ophthalmology,1316,,,,
2, opiates,1316,,,,
2, opie.bgsu.edu,1316,,,,
2, oping,1316,,,,
2, opinin,1316,,,,
2, opion,1316,,,,
2, opitz,1316,,,,
2, opon,1316,,,,
2, oposite,1316,,,,
2, opossum,1316,,,,
2, opp,1316,,,,
2, opperate,1316,,,,
2, oppinion,1316,,,,
2, opponet,1316,,,,
2, opportunist,1316,,,,
2, oppresion,1316,,,,
2, oppresive,1316,,,,
2, oppressor,1316,,,,
2, oppsed,1316,,,,
2, oppurtunity,1316,,,,
2, opthamologist,1316,,,,
2, opticals,1316,,,,
2, optimised,1316,,,,
2, optimizations,1316,,,,
2, optimizer,1316,,,,
2, optnote,1316,,,,
2, optx,1316,,,,
2, opulence,1316,,,,
2, opus.cheme.washington.edu,1316,,,,
2, or9,1316,,,,
2, oracle.uucp,1316,,,,
2, oracles,1316,,,,
2, oratorical,1316,,,,
2, oravle,1316,,,,
2, orchard,1316,,,,
2, orchid's,1316,,,,
2, orchids,1316,,,,
2, ordains,1316,,,,
2, ordeals,1316,,,,
2, ordertaking,1316,,,,
2, ordusu,1316,,,,
2, ored,1316,,,,
2, oreg,1316,,,,
2, oreilly,1316,,,,
2, orest,1316,,,,
2, orfifty,1316,,,,
2, organics,1316,,,,
2, organising,1316,,,,
2, organizes,1316,,,,
2, orginating,1316,,,,
2, orgone,1316,,,,
2, orientalist,1316,,,,
2, orients,1316,,,,
2, oriflamme,1316,,,,
2, origanator,1316,,,,
2, origin.zip,1316,,,,
2, originality,1316,,,,
2, origins_,1316,,,,
2, origionally,1316,,,,
2, orkhistena,1316,,,,
2, orman,1316,,,,
2, ormer,1316,,,,
2, ormsby,1316,,,,
2, orogin,1316,,,,
2, orono,1316,,,,
2, orontes,1316,,,,
2, orricelli,1316,,,,
2, ortakend,1316,,,,
2, ortega,1316,,,,
2, orthodontists,1316,,,,
2, orthodoxes,1316,,,,
2, orthomolecular,1316,,,,
2, orthopedist,1316,,,,
2, orthopeodic,1316,,,,
2, orthpod,1316,,,,
2, ortmann,1316,,,,
2, orton,1316,,,,
2, orujev,1316,,,,
2, orville.nas.nasa.gov,1316,,,,
2, os0.5,1316,,,,
2, os3.5,1316,,,,
2, osaki,1316,,,,
2, osborn,1316,,,,
2, osbourne,1316,,,,
2, oscar.austin.ibm.com,1316,,,,
2, oscar.rtsg.mot.com,1316,,,,
2, oscilators,1316,,,,
2, oscillations,1316,,,,
2, oscillator's,1316,,,,
2, oscilliscopes,1316,,,,
2, osf's,1316,,,,
2, osfactivate:managerparentactivate,1316,,,,
2, osfcancel:managerparentcancel,1316,,,,
2, osfselect:managergadgetselect,1316,,,,
2, osgiliath.id.dth.dk,1316,,,,
2, oshkosh,1316,,,,
2, osi,1316,,,,
2, osi.com,1316,,,,
2, osiris.cso.uiuc.edu,1316,,,,
2, oskleiva,1316,,,,
2, osnabrck,1316,,,,
2, osobj,1316,,,,
2, ossi.com,1316,,,,
2, ost,1316,,,,
2, osteenyversion,1316,,,,
2, ostensible,1316,,,,
2, osteopathy,1316,,,,
2, osteoporosis,1316,,,,
2, osterber,1316,,,,
2, osterizer,1316,,,,
2, ostracism,1316,,,,
2, ostrand,1316,,,,
2, osuunx.ucc.okstate.edu,1316,,,,
2, osvaldo,1316,,,,
2, oswego,1316,,,,
2, oswiecym,1316,,,,
2, ot's,1316,,,,
2, otally,1316,,,,
2, other_work,1316,,,,
2, others.heck,1316,,,,
2, othertimes,1316,,,,
2, otherwises,1316,,,,
2, otherworldly,1316,,,,
2, otoscope,1316,,,,
2, ots,1316,,,,
2, ots.utexas.edu,1316,,,,
2, ott's,1316,,,,
2, ottawa_bearcats,1316,,,,
2, ottomanes,1316,,,,
2, otts,1316,,,,
2, ottwawa,1316,,,,
2, otw,1316,,,,
2, oude,1316,,,,
2, ous,1316,,,,
2, ousted,1316,,,,
2, outboard,1316,,,,
2, outdueled,1316,,,,
2, outgassing,1316,,,,
2, outhouse,1316,,,,
2, outlan.ersys.edmonton.ab.ca,1316,,,,
2, outlays,1316,,,,
2, outliers,1316,,,,
2, outlinethreshold,1316,,,,
2, outmatched,1316,,,,
2, outmost,1316,,,,
2, outmuscle,1316,,,,
2, outp,1316,,,,
2, outpost,1316,,,,
2, output.xwd,1316,,,,
2, outragious,1316,,,,
2, outsell,1316,,,,
2, outskate,1316,,,,
2, outskated,1316,,,,
2, outsmarting,1316,,,,
2, outstandingly,1316,,,,
2, outvote,1316,,,,
2, outweighed,1316,,,,
2, outweight,1316,,,,
2, outworked,1316,,,,
2, overabundance,1316,,,,
2, overactive,1316,,,,
2, overburden,1316,,,,
2, overconfident,1316,,,,
2, overcrowding,1316,,,,
2, overdoing,1316,,,,
2, overemphasized,1316,,,,
2, overestimates,1316,,,,
2, overhyped,1316,,,,
2, overiding,1316,,,,
2, overland,1316,,,,
2, overlaps,1316,,,,
2, overlaying,1316,,,,
2, overlord,1316,,,,
2, overnighter,1316,,,,
2, overnite,1316,,,,
2, overordering,1316,,,,
2, overpay,1316,,,,
2, overplayed,1316,,,,
2, overpowering,1316,,,,
2, overran,1316,,,,
2, overruling,1316,,,,
2, overrunning,1316,,,,
2, oversampled,1316,,,,
2, oversaw,1316,,,,
2, oversights,1316,,,,
2, oversimplified,1316,,,,
2, oversimplify,1316,,,,
2, oversite,1316,,,,
2, overstate,1316,,,,
2, overstated,1316,,,,
2, overstrike,1316,,,,
2, overstriking,1316,,,,
2, overtaxed,1316,,,,
2, overthrowing,1316,,,,
2, overtimes,1316,,,,
2, overtook,1316,,,,
2, overtreated,1316,,,,
2, overture,1316,,,,
2, overtures,1316,,,,
2, overturning,1316,,,,
2, overvoltage,1316,,,,
2, ovf,1316,,,,
2, ovi.com,1316,,,,
2, ovid,1316,,,,
2, ovulatory,1316,,,,
2, ovum,1316,,,,
2, ow2,1316,,,,
2, ow2.0,1316,,,,
2, ow522b2w165w,1316,,,,
2, owcolors,1316,,,,
2, owensboro,1316,,,,
2, owls,1316,,,,
2, ownes,1316,,,,
2, ownps,1316,,,,
2, oxcarts,1316,,,,
2, oxenreid,1316,,,,
2, oxidants,1316,,,,
2, oxidases,1316,,,,
2, oxidize,1316,,,,
2, oxteam,1316,,,,
2, oz.bmd.trw.com,1316,,,,
2, ozal's,1316,,,,
2, ozguven,1316,,,,
2, ozone93a.gif,1316,,,,
2, ozone93b.gif,1316,,,,
2, ozzie's,1316,,,,
2, ozzy.uni,1316,,,,
2, p.a,1316,,,,
2, p.campbell,1316,,,,
2, p.e.t.a,1316,,,,
2, p.g.wodehouse,1316,,,,
2, p.igp.ethz.ch,1316,,,,
2, p.l.o,1316,,,,
2, p.o.v,1316,,,,
2, p.s.c,1316,,,,
2, p.whitehead,1316,,,,
2, p004555,1316,,,,
2, p1091i,1316,,,,
2, p1hdb01cd.amdahl.com,1316,,,,
2, p24,1316,,,,
2, p2m,1316,,,,
2, p30,1316,,,,
2, p3d_2_0,1316,,,,
2, p57,1316,,,,
2, p5a,1316,,,,
2, p7630,1316,,,,
2, p78u,1316,,,,
2, p7e,1316,,,,
2, p9,1316,,,,
2, p9000res.dat,1316,,,,
2, p92,1316,,,,
2, p92019,1316,,,,
2, p_i,1316,,,,
2, pabl,1316,,,,
2, pabon,1316,,,,
2, pacastro's,1316,,,,
2, pacbell,1316,,,,
2, pacebes,1316,,,,
2, pacemaker,1316,,,,
2, paces,1316,,,,
2, packagaing,1316,,,,
2, packards,1316,,,,
2, packit,1316,,,,
2, paedogogus,1316,,,,
2, paedophilia,1316,,,,
2, pageos,1316,,,,
2, pageovercommit,1316,,,,
2, paglia,1316,,,,
2, paia,1316,,,,
2, paido,1316,,,,
2, pained,1316,,,,
2, painfull,1316,,,,
2, painkillers,1316,,,,
2, painlessly,1316,,,,
2, paintjet,1316,,,,
2, pairing,1316,,,,
2, pajise,1316,,,,
2, paladins,1316,,,,
2, palastine,1316,,,,
2, palced,1316,,,,
2, paledit,1316,,,,
2, paleness,1316,,,,
2, palestiniansu3yg115pe,1316,,,,
2, palettable,1316,,,,
2, palettebook,1316,,,,
2, palisades,1316,,,,
2, pallette,1316,,,,
2, pallone,1316,,,,
2, palowitch,1316,,,,
2, palyers,1316,,,,
2, pamela,1316,,,,
2, pams,1316,,,,
2, pamuelle,1316,,,,
2, panah,1316,,,,
2, panal,1316,,,,
2, panama's,1316,,,,
2, panamanian,1316,,,,
2, pancake,1316,,,,
2, pandas,1316,,,,
2, pander,1316,,,,
2, pandering,1316,,,,
2, pandora.cms.udel.edu,1316,,,,
2, pane,1316,,,,
2, panel.h,1316,,,,
2, panel91,1316,,,,
2, panel_list_font,1316,,,,
2, panel_multiline_text_item,1316,,,,
2, panel_numeric_text_item,1316,,,,
2, panel_slider_item,1316,,,,
2, panel_text_item,1316,,,,
2, panel_value_display_length,1316,,,,
2, paneled,1316,,,,
2, panetta,1316,,,,
2, panicked,1316,,,,
2, pankaj,1316,,,,
2, pans,1316,,,,
2, pant,1316,,,,
2, panther's,1316,,,,
2, panther.tnds.bellcore.com,1316,,,,
2, panton,1316,,,,
2, pantyhose,1316,,,,
2, paola.dei.unipd.it,1316,,,,
2, paolucci,1316,,,,
2, papain,1316,,,,
2, papen,1316,,,,
2, papilloma,1316,,,,
2, papsttums,1316,,,,
2, parabellum,1316,,,,
2, parabolas,1316,,,,
2, paracetamol,1316,,,,
2, paradigm.com,1316,,,,
2, paradisiac,1316,,,,
2, paradoxes,1316,,,,
2, paraffin,1316,,,,
2, parakeet's,1316,,,,
2, paramedic,1316,,,,
2, parametrically,1316,,,,
2, paramilitary,1316,,,,
2, paramter,1316,,,,
2, paranet.fidonet.org,1316,,,,
2, paranoiac,1316,,,,
2, paraphenalia,1316,,,,
2, paraphrases,1316,,,,
2, parasite,1316,,,,
2, paratroops,1316,,,,
2, parc.xerox.com,1316,,,,
2, parched,1316,,,,
2, parented,1316,,,,
2, parentreturn,1316,,,,
2, paridise,1316,,,,
2, paries,1316,,,,
2, parikhma,1316,,,,
2, parishoners,1316,,,,
2, park.bu.edu,1316,,,,
2, parke,1316,,,,
2, parke's,1316,,,,
2, parlayed,1316,,,,
2, parliamentarian,1316,,,,
2, parlors,1316,,,,
2, parlour,1316,,,,
2, parminder,1316,,,,
2, parnoia,1316,,,,
2, parody.data,1316,,,,
2, paroles,1316,,,,
2, paronoid,1316,,,,
2, parrelel,1316,,,,
2, parrotting,1316,,,,
2, parse.o,1316,,,,
2, parsecs,1316,,,,
2, parsers,1316,,,,
2, part01,1316,,,,
2, part02,1316,,,,
2, part4,1316,,,,
2, part5,1316,,,,
2, parti,1316,,,,
2, partiality,1316,,,,
2, particlar,1316,,,,
2, particularaly,1316,,,,
2, particularily,1316,,,,
2, partioned,1316,,,,
2, partisanly,1316,,,,
2, partway,1316,,,,
2, pasha's,1316,,,,
2, pasi_fr,1316,,,,
2, paslowp,1316,,,,
2, pasok,1316,,,,
2, pasp,1316,,,,
2, pasquariello,1316,,,,
2, passanger,1316,,,,
2, passats,1316,,,,
2, passband,1316,,,,
2, passersby,1316,,,,
2, passionately,1316,,,,
2, passionis,1316,,,,
2, passwd:guest,1316,,,,
2, paster,1316,,,,
2, pastirmadjian,1316,,,,
2, pastorally,1316,,,,
2, pastorial,1316,,,,
2, pasttime,1316,,,,
2, pasturage,1316,,,,
2, pat87,1316,,,,
2, patapis,1316,,,,
2, patb,1316,,,,
2, patch.olit,1316,,,,
2, patch8,1316,,,,
2, patch9,1316,,,,
2, patching,1316,,,,
2, patchwork,1316,,,,
2, pater,1316,,,,
2, pathetically,1316,,,,
2, pathogenesis,1316,,,,
2, pathologic,1316,,,,
2, pathologies,1316,,,,
2, patk,1316,,,,
2, patlo,1316,,,,
2, patras,1316,,,,
2, patriarchae,1316,,,,
2, patriarchs,1316,,,,
2, patrilineal,1316,,,,
2, patriot's,1316,,,,
2, patristic,1316,,,,
2, patsy,1316,,,,
2, pattee,1316,,,,
2, patting,1316,,,,
2, pauley,1316,,,,
2, paull,1316,,,,
2, paulm,1316,,,,
2, pauls,1316,,,,
2, pavalin,1316,,,,
2, pave,1316,,,,
2, pavle,1316,,,,
2, pavlic,1316,,,,
2, pavo.concordia.ca,1316,,,,
2, pavoni,1316,,,,
2, pavoni's,1316,,,,
2, pawl,1316,,,,
2, paychecks,1316,,,,
2, paycheque,1316,,,,
2, payers,1316,,,,
2, pazzani,1316,,,,
2, pb's,1316,,,,
2, pbenson,1316,,,,
2, pbhandar,1316,,,,
2, pbhya.pacbell.com,1316,,,,
2, pbicon,1316,,,,
2, pbmplus.tar.z,1316,,,,
2, pbmtext,1316,,,,
2, pbos,1316,,,,
2, pburry,1316,,,,
2, pbxs,1316,,,,
2, pc.usl.edu,1316,,,,
2, pc386,1316,,,,
2, pc4170e,1316,,,,
2, pca,1316,,,,
2, pcad3d.zip,1316,,,,
2, pcb's,1316,,,,
2, pcd,1316,,,,
2, pcgnet,1316,,,,
2, pcl5,1316,,,,
2, pcm,1316,,,,
2, pcmag,1316,,,,
2, pcollac,1316,,,,
2, pctcp,1316,,,,
2, pda,1316,,,,
2, pdb.pdb.bnl.gov,1316,,,,
2, pdenize,1316,,,,
2, pdfa,1316,,,,
2, pdh,1316,,,,
2, pdos,1316,,,,
2, pdp11,1316,,,,
2, pdressne,1316,,,,
2, pe'er,1316,,,,
2, peaceable,1316,,,,
2, peacekeepers,1316,,,,
2, peak.psl.nmsu.edu,1316,,,,
2, peakey,1316,,,,
2, peaking,1316,,,,
2, pearl.tufts.edu,1316,,,,
2, peavler,1316,,,,
2, pebbles,1316,,,,
2, pebly,1316,,,,
2, pec2,1316,,,,
2, pecan,1316,,,,
2, peck,1316,,,,
2, peckham,1316,,,,
2, pedagogical,1316,,,,
2, pedantic,1316,,,,
2, pede,1316,,,,
2, pedestrians,1316,,,,
2, pedieos,1316,,,,
2, pedroza,1316,,,,
2, peebles,1316,,,,
2, peeled,1316,,,,
2, peels,1316,,,,
2, peevish,1316,,,,
2, peewee.unx.dec.com,1316,,,,
2, pef1,1316,,,,
2, peipa.essex.ac.uk,1316,,,,
2, pela,1316,,,,
2, peleg,1316,,,,
2, pell.anu.edu.au,1316,,,,
2, pellissippi,1316,,,,
2, pelopennesian,1316,,,,
2, pelson,1316,,,,
2, pelted,1316,,,,
2, peluso,1316,,,,
2, pembroke,1316,,,,
2, pen's,1316,,,,
2, penalizes,1316,,,,
2, pence,1316,,,,
2, pencils,1316,,,,
2, pendelton,1316,,,,
2, penecillin,1316,,,,
2, pengiuns,1316,,,,
2, penguin's,1316,,,,
2, pennicillin,1316,,,,
2, pentateuch,1316,,,,
2, pentcheff,1316,,,,
2, peons,1316,,,,
2, peope,1316,,,,
2, pepper.ncd.com,1316,,,,
2, peptide,1316,,,,
2, peptides,1316,,,,
2, perc,1316,,,,
2, percentile,1316,,,,
2, perceptics,1316,,,,
2, perch,1316,,,,
2, perchlorate,1316,,,,
2, perdition,1316,,,,
2, perelman,1316,,,,
2, perfecting,1316,,,,
2, perfer,1316,,,,
2, perforated,1316,,,,
2, performnace,1316,,,,
2, perfumes,1316,,,,
2, perhaphs,1316,,,,
2, periapsis,1316,,,,
2, perice's,1316,,,,
2, pericom,1316,,,,
2, peripherials,1316,,,,
2, peritek,1316,,,,
2, perks,1316,,,,
2, permannet,1316,,,,
2, permeable,1316,,,,
2, permeate,1316,,,,
2, permenantly,1316,,,,
2, permisable,1316,,,,
2, perogative,1316,,,,
2, perpe,1316,,,,
2, perpetrating,1316,,,,
2, perpetuation,1316,,,,
2, perpetuity,1316,,,,
2, perre,1316,,,,
2, perriere,1316,,,,
2, perry's,1316,,,,
2, perry1,1316,,,,
2, persaonlly,1316,,,,
2, perschbacher,1316,,,,
2, persective,1316,,,,
2, persepolis,1316,,,,
2, perserverance,1316,,,,
2, perseverance,1316,,,,
2, persident,1316,,,,
2, persiecution,1316,,,,
2, persom,1316,,,,
2, personable,1316,,,,
2, personae,1316,,,,
2, personalized,1316,,,,
2, personification,1316,,,,
2, personified,1316,,,,
2, personnal,1316,,,,
2, personnally,1316,,,,
2, perstor,1316,,,,
2, persversion,1316,,,,
2, perturb,1316,,,,
2, perturbation,1316,,,,
2, perugia,1316,,,,
2, pervade,1316,,,,
2, pes,1316,,,,
2, pessimism,1316,,,,
2, pessimist,1316,,,,
2, pest,1316,,,,
2, pester,1316,,,,
2, pesticide,1316,,,,
2, pesticides,1316,,,,
2, peta,1316,,,,
2, peterbak,1316,,,,
2, peterf,1316,,,,
2, petersen's,1316,,,,
2, petert,1316,,,,
2, petite,1316,,,,
2, petranovic,1316,,,,
2, petrochemical,1316,,,,
2, petrolatum,1316,,,,
2, petrosyan,1316,,,,
2, petter,1316,,,,
2, pext.tar.z,1316,,,,
2, pfaff,1316,,,,
2, pfb,1316,,,,
